100     4866.1800  
200     4523.6076  
300     4476.1273  
400     4429.8322  
500     4342.1624  
600     4295.7718  
700     4334.0367  
800     4332.0261  
900     4314.8861  
1000     4306.2335  
1100     4342.6838  
1200     4337.7196  
1300     4351.3869  
1400     4351.1871  
1500     4354.0690  
1600     4336.9800  
